curva,sentido,Z,kappa,omega2,l1
1,1,21.790244943701968,0.6346521762388286,NaN,-0.014736877942386602
1,1,21.86089814087094,0.6322260013180777,NaN,-0.01458796988953677
1,1,21.931551967786785,0.629819348412349,NaN,-0.014439571056615662
1,1,22.00220641488192,0.6274319799261445,NaN,-0.014291677519979298
1,1,22.072861472775944,0.6250636621440387,NaN,-0.01414428540630066
1,1,22.143517132271143,0.6227141651509305,NaN,-0.013997390891642633
1,1,22.21417338434811,0.6203832627542886,NaN,-0.013850990200560721
1,1,22.284830220161506,0.6180707324083183,NaN,-0.013705079605225608
1,1,22.35548763103593,0.6157763551399922,NaN,-0.013559655424564492
1,1,22.42614560846191,0.6134999154768978,NaN,-0.013414714023423431
1,1,22.496804144091993,0.6112412013768386,NaN,-0.013270251811750837
1,1,22.567463229736983,0.6090000041591561,NaN,-0.01312626524379859
1,1,22.638122857362234,0.6067761184377023,NaN,-0.012982750817338996
1,1,22.70878301908407,0.6045693420554298,NaN,-0.012839705072907354
1,1,22.779443707166315,0.6023794760205584,NaN,-0.012697124593052278
1,1,22.850104914016896,0.6002063244442496,NaN,-0.01255500600160972
1,1,22.920766632184545,0.5980496944797802,NaN,-0.0124133459629917
1,1,22.9914288543556,0.5959093962631418,NaN,-0.012272141181488928
1,1,23.062091573350887,0.5937852428550507,NaN,-0.012131388400593482
1,1,23.132754782122678,0.5916770501843138,NaN,-0.011991084402330848
1,1,23.20341847375174,0.5895846369925174,NaN,-0.011851226006611135
1,1,23.274082641444465,0.5875078247800084,NaN,-0.011711810070593007
1,1,23.34474727853007,0.5854464377531228,NaN,-0.01157283348806299
1,1,23.415412378457862,0.583400302772641,NaN,-0.011434293188823365
1,1,23.486077934794608,0.581369249303412,NaN,-0.011296186138103077
1,1,23.556743941221928,0.5793531093651506,NaN,-0.011158509335967626
1,1,23.627410391533793,0.5773517174843408,NaN,-0.011021259816755578
1,1,23.698077279634074,0.5753649106472413,NaN,-0.010884434648516864
1,1,23.76874459953415,0.5733925282539514,NaN,-0.01074803093247035
1,1,23.83941234535059,0.5714344120735104,NaN,-0.010612045802465525
1,1,23.91008051130288,0.5694904062000039,NaN,-0.010476476424462644
1,1,23.980749091711225,0.5675603570096553,NaN,-0.01034131999601879
1,1,24.05141808099439,0.5656441131188679,NaN,-0.01020657374578747
1,1,24.12208747366761,0.5637415253432029,NaN,-0.010072234933025899
1,1,24.19275726434053,0.561852446657255,NaN,-0.009938300847116138
1,1,24.263427447715237,0.5599767321554232,NaN,-0.00980476880709305
1,1,24.334098018584303,0.5581142390135245,NaN,-0.009671636161181336
1,1,24.40476897182889,0.5562648264512655,NaN,-0.009538900286346276
1,1,24.47544030241691,0.5544283556955107,NaN,-0.009406558587847537
1,1,24.54611200540122,0.5526046899443663,NaN,-0.00927460849880906
1,1,24.616784075917863,0.5507936943320181,NaN,-0.00914304747979025
1,1,24.68745650918436,0.5489952358943391,NaN,-0.009011873018369664
1,1,24.758129300498034,0.5472091835352364,NaN,-0.008881082628739073
1,1,24.82880244523438,0.5454354079937022,NaN,-0.008750673851298602
1,1,24.899475938845473,0.5436737818115773,NaN,-0.008620644252268626
1,1,24.970149776858417,0.541924179301992,NaN,-0.008490991423301057
1,1,25.040823954873822,0.5401864765184744,NaN,-0.008361712981104295
1,1,25.11149846856434,0.5384605512247084,NaN,-0.008232806567071663
