step,kappa,period,x0,y0,z0,xmin,xmax,ymin,ymax,zmin,zmax,residual,logmu1_re,logmu1_im,logmu2_re,logmu2_im,logmu3_re,logmu3_im
78,3.735639294242002,1.5552400725667304,0.16093360589878195,0.19768587215204314,0.5344379556228226,0.049358480475941005,4.0421670521369215,0.15513574130717048,4.185753412245938,0.336345113854438,1.962949740385319,1.2156942119645464e-14,8.554712493910091e-12,0.0,-0.7776843799917721,0.0,-8.347135810312679,0.0
79,3.7903786424473576,1.5450502553469219,0.16606738990008107,0.2018841255900271,0.5350497480678846,0.05143213056869666,4.00007161484722,0.15949016841186422,4.119062159308232,0.33942005884520987,1.957757798164702,1.2323475573339238e-14,5.942579761590956e-12,0.0,-0.7617252214943774,0.0,-8.382809554150926,0.0
80,3.8451044836217294,1.534973280746822,0.17139572347368204,0.20617250042141647,0.5358353543412036,0.05362364858155162,3.957653942924341,0.16395778006245168,4.052924855338118,0.34265834409503926,1.9521646712936522,1.049160758270773e-14,4.0700776082675416e-12,0.0,-0.7457269907535407,0.0,-8.418169434768377,0.0
81,3.8998166464028126,1.525007324359332,0.17692317548918482,0.2105542255088672,0.5367933145602604,0.055938829410286835,3.914925876687735,0.1685422129728788,3.987346151329626,0.3460607691541424,1.9461756518588378,1.149080830487037e-14,2.762678974473423e-12,0.0,-0.7296953630493094,0.0,-8.453216320103845,0.0
82,3.9545148421155423,1.5151506348213473,0.18265449452370328,0.21503275168715036,0.5379224337047103,0.05838382868121434,3.8718976391063507,0.17324658263066053,3.922329915572839,0.3496275390601782,1.9397985421777373,1.1157741397482823e-14,1.8229862064328454e-12,0.0,-0.7136357934096366,0.0,-8.487951051071136,0.0
83,4.009198665402527,1.5054015304130197,0.18859461306014919,0.21961176618068143,0.5392217850642885,0.06096518435609255,3.828598917901582,0.17807538097022027,3.8578779686959663,0.3533585156501629,1.9330376488718324,1.0269562977782698e-14,1.183941833459566e-12,0.0,-0.6975535274164057,0.0,-8.522374451246876,0.0
84,4.063867594099932,1.4957583959374918,0.19474865299442182,0.22429520857798296,0.5406907146389692,0.06368984071687954,3.785015486819353,0.18303272068217777,3.79399025024945,0.35725470370696827,1.9258972470374618,1.1879386363489175e-14,7.489564524118501e-13,0.0,-0.6814536117609538,0.0,-8.55648733470318,0.0
85,4.1185209883073055,1.48621967987426,0.20112193250908791,0.229087288535314,0.5423288465860898,0.06656517496898935,3.7411514543939575,0.18812250741293698,3.730670602295944,0.3613177290309433,1.9183858562858158,9.825473767932635e-15,4.583000645651596e-13,0.0,-0.665340904588525,0.0,-8.590290512170666,0.0
86,4.17315808859211,1.476783891800733,0.2077199743902704,0.23399250540900454,0.5441360898222225,0.06959902674195195,3.697011367974175,0.19334988369275696,3.667929191041529,0.3655484915305715,1.9105034195023314,9.325873406851315e-15,2.4247270857810475e-13,0.0,-0.649220085665653,0.0,-8.623784795593073,0.0
87,4.227778013259746,1.4674496000781714,0.2145485158849828,0.23901567004761096,0.5461126459031008,0.07279959114496903,3.6525984559406366,0.19871986687265927,3.605742733275695,0.36994877411740085,1.9022548775600099,8.326672684688674e-15,1.230127111284598e-13,0.0,-0.6330956664026214,0.0,-8.656971001242121,0.0
